PERMIT#,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,WORK_DESCRIPTION,CONTACT_1_TYPE,CONTACT_1_NAME,CONTACT_2_TYPE,CONTACT_2_NAME,CONTACT_3_TYPE,CONTACT_3_NAME,full_address,is_city_initiated
100986824,4314,W,VAN BUREN ST,EMERGENCY WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,ALLIANCE DEMOLITION AND EXCAVATION SERVICES INC,OWNER,CITY OF CHIGAGO,,,4314 W VAN BUREN ST,False
100988820,1620,N,CENTRAL PARK AVE,EMERGENCY WRECK AND REMOVE A 1 STORY MASONRY BUILDING,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,1620 N CENTRAL PARK AVE,False
100977298,6334,N,WHIPPLE ST,WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE,EXPEDITOR,ONTIME EXPEDITING,CONTRACTOR-GENERAL CONTRACTOR,"MBR WRECKING & CONSTRUCTION, INC.",OWNER,CONGREGATION BNEI RUVEN,6334 N WHIPPLE ST,False
100976085,3216,S,PRINCETON AVE,WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE WITH ATTACHED CARPORT,CONTRACTOR-GENERAL CONTRACTOR,SCIORTINO GROUP INC,OWNER,FRANK RUFFALO,,,3216 S PRINCETON AVE,False
100987889,1362,W,HUBBARD ST,WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,"OG PLUMBING, LLC",OWNER,WALSH APARTMENTS LLC,,,1362 W HUBBARD ST,False
100982890,3138,N,CHRISTIANA AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND A DETACHED FRAME GARAGE,EXPEDITOR,ONTIME EXPEDITING,CONTRACTOR-GENERAL CONTRACTOR,CARLOS GROUP INC,OWNER,MAGDALENA LILISA,3138 N CHRISTIANA AVE,False
100983820,831,N,MAPLEWOOD AVE,WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE AND A DETACHED FRAME GARAGE,EXPEDITOR,AGATA J. BIELUT,CONTRACTOR-GENERAL CONTRACTOR,ALL CONCRETE CHICAGO INC,CONTRACTOR-WRECKING,ALL CONCRETE CHICAGO INC,831 N MAPLEWOOD AVE,False
100982731,1101,W,KINZIE ST,WRECK AND REMOVE A 1 STORY MASONRY BUILDING,CONTRACTOR-GENERAL CONTRACTOR,TAYLOR EXCAVATING & CONSTRUCTION,OWNER,PARK ON CARROLL OWNER LLC,,,1101 W KINZIE ST,False
100978050,4141,W,GEORGE ST,WRECK AND REMOVE A 1 STORY METAL WAREHOUSE BUILDING,CONTRACTOR-GENERAL CONTRACTOR,HENEGHAN WRECKING & EXCAVATING CO. INC.,OWNER,KNICKPOINT VENTURES,,,4141 W GEORGE ST,False
100987530,1933,S,JEFFERSON ST,WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,DS CONSTRUCTION INC,OWNER,TIM JUNKER,,,1933 S JEFFERSON ST,False
100981020,5357,W,ADDISON ST,WRECK AND REMOVE A 1 STORY MASONRY BUILDING AND SHED HOUSING AN UNUSED ABOVE GROUND TANK,CONTRACTOR-GENERAL CONTRACTOR,DUNLEAVY CONSTRUCTION CO.,OWNER,GW ADDISON LONG LLC,,,5357 W ADDISON ST,False
100979662,1919,W,WABANSIA AVE,WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE AND A DETACHED MASONRY GARAGE,CONTRACTOR-GENERAL CONTRACTOR,PRECISION EXCAVATION LLC,OWNER,LAWRENCE AND LEAH RICHARDSON,,,1919 W WABANSIA AVE,False
100988404,350,W,45TH ST,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,ALLIANCE DEMOLITION AND EXCAVATION SERVICES INC,OWNER,CITY OF CHIGAGO,,,350 W 45TH ST,False
100985248,1928,S,SAWYER AVE,EMERGENCY WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,1928 S SAWYER AVE,False
100979684,1525,N,BOSWORTH AVE,WRECK AND REMOVE A 3 STORY FRAME MULTI UNIT RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,EZMB LLC,OWNER,. EZBM INC.,,,1525 N BOSWORTH AVE,False
100983332,2908,W,PRATT BLVD,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,EXPEDITOR,ONTIME EXPEDITING,CONTRACTOR-GENERAL CONTRACTOR,"MBR WRECKING & CONSTRUCTION, INC.",OWNER,GEM BUILDING GROUP LLC,2908 W PRATT BLVD,False
100979082,12201,S,TORRENCE AVE,WRECK AND REMOVE A 1 STORY CONCRETE BUILDING,CONTRACTOR-GENERAL CONTRACTOR,HENEGHAN WRECKING & EXCAVATING CO. INC.,OWNER,OZINGA BROS,,,12201 S TORRENCE AVE,False
100983822,2611,W,HADDON AVE,WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE AND A DETACHED FRAME GARAGE,EXPEDITOR,AGATA J. BIELUT,CONTRACTOR-GENERAL CONTRACTOR,ALL CONCRETE CHICAGO INC,OWNER,2609-11 W HADDON LLC,2611 W HADDON AVE,False
100983023,4119,W,ARTHINGTON ST,EMERGENCY WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,KLF ENTERPRISES INC,OWNER,CITY OF CHIGAGO,,,4119 W ARTHINGTON ST,False
100989269,731,S,KARLOV AVE,EMERGENCY WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,ALLIANCE DEMOLITION AND EXCAVATION SERVICES INC,OWNER,CITY OF CHIGAGO,,,731 S KARLOV AVE,False
100979821,3108,N,LEAVITT ST,WRECK AND REMOVE A 2 STORY FRAME COACH HOUSE WITH ATTACHED FRAME GARAGE (REAR ONLY),CONTRACTOR-GENERAL CONTRACTOR,REAL VIEW DD LLC,OWNER,LEAVITT STREET VIEW LLC,,,3108 N LEAVITT ST,False
100987513,1905,N,DAYTON ST,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,VIEWPOINT SERVICES INC DBA BROPHY EXCAVATION,OWNER,JOHN BARRETT,,,1905 N DAYTON ST,False
100982150,4930,N,KENMORE AVE,WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE AND A DETACHED FRAME GARAGE,EXPEDITOR,AGATA J. BIELUT,CONTRACTOR-GENERAL CONTRACTOR,"TM1 CONSTRUCTION, INC.",OWNER,SUSTAINABULD LLC 4930,4930 N KENMORE AVE,False
100987637,5225,W,FERDINAND ST,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,TAYLOR EXCAVATING & CONSTRUCTION,OWNER,BY THE HAND CLUB FOR KIDS,,,5225 W FERDINAND ST,False
100984906,558,W,VAN BUREN ST,WRECK AND REMOVE A 3 STORY MASONRY MIXED USE BUILDING,EXPEDITOR,CORNERSTONE PERMIT COMPANY,CONTRACTOR-GENERAL CONTRACTOR,"ATLAS INDUSTRIES, INC.",OWNER,566 W VAN BUREN TITLEHOLDER LLC,558 W VAN BUREN ST,False
100980719,3854,N,WHIPPLE ST,WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE,EXPEDITOR,ONTIME EXPEDITING,CONTRACTOR-GENERAL CONTRACTOR,KLF ENTERPRISES INC,OWNER,PIOTR P LASAK,3854 N WHIPPLE ST,False
100982986,10619,S,BENSLEY AVE,EMERGENCY WRECK AND REMOVE A 1 STORY MASONRY RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,KLF ENTERPRISES INC,OWNER,CITY OF CHIGAGO,,,10619 S BENSLEY AVE,False
100987705,2246,W,WINNEMAC AVE,WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,RUUK INC DBA MAXYM DEMOLITION,OWNER,EP WINNEMAC LLC,,,2246 W WINNEMAC AVE,False
100988812,847,N,PAULINA ST,WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE,EXPEDITOR,ONTIME EXPEDITING,CONTRACTOR-GENERAL CONTRACTOR,"MBR WRECKING & CONSTRUCTION, INC.",OWNER,SEBASTIAN MADEJ,847 N PAULINA ST,False
100987527,6646,S,INDIANA AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND A DETACHED FRAME GARAGE,EXPEDITOR,ONTIME EXPEDITING,CONTRACTOR-GENERAL CONTRACTOR,"MBR WRECKING & CONSTRUCTION, INC.",OWNER,CCLBA,6646 S INDIANA AVE,False
100979628,2046,W,70TH PL,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,KLF ENTERPRISES INC,OWNER,CITY OF CHIGAGO,,,2046 W 70TH PL,False
100986776,629,W,CERMAK RD,WRECK AND REMOVE A ROOFTOP WATER TANK AND MASONRY PENTHOUSE,CONTRACTOR-GENERAL CONTRACTOR,HENEGHAN WRECKING & EXCAVATING CO. INC.,OWNER,OZ INVESTMENTS LLC,,,629 W CERMAK RD,False
100979434,10637,S,MICHIGAN AVE,EMERGENCY WRECK AND REMOVE A 1 STORY MASONRY BUILDING,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,10637 S MICHIGAN AVE,False
100983423,4833,W,LAKE ST,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,CANCUN CONCRETE CO.,OWNER,ERNESTO DE ARMAS,,,4833 W LAKE ST,False
100983720,8622,S,COLFAX AVE,EMERGENCY WRECK AND REMOVE A 1 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,8622 S COLFAX AVE,False
100985236,4201,W,69TH ST,WRECK AND REMOVE A DAMAGED GROUND LEVEL STORAGE TANK ONLY,EXPEDITOR,"BURNHAM NATIONWIDE, INC.",CONTRACTOR-GENERAL CONTRACTOR,NICKELSON INDUSTRIAL SERVICE INC,OWNER,OCCIDENTAL CHEMICAL,4201 W 69TH ST,False
100976883,604,E,67TH ST,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,604 E 67TH ST,False
100987815,3948,W,66TH ST,WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,KLF ENTERPRISES INC,OWNER,NICK DISTASIO,,,3948 W 66TH ST,False
100985909,1016,N,WOLCOTT AVE,WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE WITH A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,SCHILLER DEVELOPMENT INCORPORATED,OWNER,SCHILLER DEVLOPMENT INC.,,,1016 N WOLCOTT AVE,False
100989005,5350,S,HOYNE AVE,EMERGENCY WRECK AND REMOVE A 1 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,ALLIANCE DEMOLITION AND EXCAVATION SERVICES INC,OWNER,CITY OF CHIGAGO,,,5350 S HOYNE AVE,False
100988201,2649,N,RICHMOND ST,WRECK AND REMOVE A 1 STORY MASONRY RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,TIR CONAILL CONCRETE INC,OWNER,2649 N RICHMOND ST LLC,,,2649 N RICHMOND ST,False
100977413,1810,N,HOWE ST,WRECK AND REMOVE A 1 STORY MASONRY RESIDENCE (FRONT ONLY),EXPEDITOR,ONTIME EXPEDITING,CONTRACTOR-GENERAL CONTRACTOR,PRO EXCAVATING INC,OWNER,CASHEL HOMES LLC,1810 N HOWE ST,False
100985536,4900,W,WEST END AVE,EMERGENCY WRECK AND REMOVE A 3 STORY MASONRY MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,KLF ENTERPRISES INC,OWNER,CITY OF CHIGAGO,,,4900 W WEST END AVE,False
100976281,3355,N,LAKEWOOD AVE,WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE AND A DETACHED MASONRY GARAGE,CONTRACTOR-GENERAL CONTRACTOR,PRECISION EXCAVATION LLC,OWNER,KAREN SCHWARTZ,,,3355 N LAKEWOOD AVE,False
100982165,2017,W,CRYSTAL ST,WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE AND A DETACHED FRAME GARAGE,EXPEDITOR,ONTIME EXPEDITING,CONTRACTOR-GENERAL CONTRACTOR,J. KEARNEY INC,OWNER,ALVERNA GROUP,2017 W CRYSTAL ST,False
100982041,3246,W,ADDISON ST,WRECK AND REMOVE A 1 STORY MASONRY BUILDING,CONTRACTOR-GENERAL CONTRACTOR,DUNLEAVY CONSTRUCTION CO.,OWNER,CHICK FIL A,,,3246 W ADDISON ST,False
100683772,643,W,16TH ST,WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE AND DETACHED FRAME GARAGE,CONTRACTOR-WRECKING,"VIEWPOINT SERVICES, INC",OWNER,BUCKLEY ELECTRIC,,,643 W 16TH ST,False
100978894,2410,S,LEAVITT ST,WRECK AND REMOVE A 1 STORY MODULAR BUILDING ONLY (RUIZ SCHOOL),CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CHICAGO PUBLIC SCHOOLS,,,2410 S LEAVITT ST,False
100678437,2045,W,MARQUETTE RD,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHIGAGO,,,2045 W MARQUETTE RD,False
100983962,443,W,87TH ST,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,443 W 87TH ST,False
100976278,8718,S,PAULINA ST,WRECK AND REMOVE A 2 STORY MASONRY RESIDENTIAL BUILDING,EXPEDITOR,CHICAGO BUILDING CONSULTING SE,CONTRACTOR-GENERAL CONTRACTOR,ALPINE DEMOLITION SERVICES LLC,OWNER,CATHOLIC BISHOP CHGO,8718 S PAULINA ST,False
100975594,1909,N,ORCHARD ST,WRECK AND REMOVE A 2 1/2 STORY MASONRY MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,QUALITY EXCAVATION INC,OWNER,CROW COR LLC,,,1909 N ORCHARD ST,False
100977299,6338,N,WHIPPLE ST,WRECK AND REMOVE A 1 STORY MASONRY RESIDENCE,EXPEDITOR,ONTIME EXPEDITING,CONTRACTOR-GENERAL CONTRACTOR,"MBR WRECKING & CONSTRUCTION, INC.",OWNER,CONGREGATION BNEI RUVEN,6338 N WHIPPLE ST,False
100984186,2328,W,OHIO ST,WRECK AND REMOVE A 1 STORY MASONRY RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,TIR CONAILL CONCRETE INC,OWNER,2328 W OHIO LLC,,,2328 W OHIO ST,False
100982357,4630,S,ASHLAND AVE,EMERGENCY WRECK AND REMOVE A 1 STORY MASONRY BUILDING,CONTRACTOR-GENERAL CONTRACTOR,KLF ENTERPRISES INC,OWNER,ALL CONSTRUCTION,,,4630 S ASHLAND AVE,False
100979936,6945,S,ELIZABETH ST,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,6945 S ELIZABETH ST,False
100978851,4055,N,ALBANY AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,REAL VIEW DD LLC,OWNER,HERMITAGE VIEW LLC,,,4055 N ALBANY AVE,False
100986979,1839,W,SUPERIOR ST,WRECK AND REMOVE A 1 STORY MASONRY RESIDENCE AND A DETACHED MASONRY GARAGE,CONTRACTOR-GENERAL CONTRACTOR,VIEWPOINT SERVICES INC DBA BROPHY EXCAVATION,OWNER,"JOHN DOWNES CONSTRUCTION, INC.",,,1839 W SUPERIOR ST,False
100987639,5235,W,FERDINAND ST,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,TAYLOR EXCAVATING & CONSTRUCTION,OWNER,BY THE HAND CLUB FOR KIDS,,,5235 W FERDINAND ST,False
100983340,2136,N,SAWYER AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,"ARCHWAY BUILDERS, INC.",OWNER,LEADUK INC,,,2136 N SAWYER AVE,False
100982732,1927,W,WOLFRAM ST,WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,TAYLOR EXCAVATING & CONSTRUCTION,OWNER,ELIAS BOUFIS,,,1927 W WOLFRAM ST,False
100982551,7711,S,UNION AVE,WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,MASTER GUYS DEMOLITION INC,OWNER,JACKSON PROPERTY GROUP LLC,,,7711 S UNION AVE,False
100984072,3447,N,LEAVITT ST,WRECK AND REMOVE A 1 STORY MASONRY RESIDENCE AND A DETACHED FRAME GARAGE,EXPEDITOR,AGATA J. BIELUT,CONTRACTOR-GENERAL CONTRACTOR,"TM1 CONSTRUCTION, INC.",OWNER,3447 LEAVITT LLC,3447 N LEAVITT ST,False
100980787,1342,W,112TH ST,EMERGENCY WRECK AND REMOVE A 2 STORY MASPONRY RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,1342 W 112TH ST,False
100981484,3920,N,LINCOLN AVE,WRECK AND REMOVE A 3 STORY MASONRY MIXED USE BUILDING,CONTRACTOR-GENERAL CONTRACTOR,"LONGFORD CONSTRUCTION, INC.",OWNER,3914 N LINCOLN,,,3920 N LINCOLN AVE,False
100982352,4624,S,ASHLAND AVE,EMERGENCY WRECK AND REMOVE A 2 STORY MASONRY BUILDING,CONTRACTOR-GENERAL CONTRACTOR,KLF ENTERPRISES INC,OWNER,ALL CONSTRUCTION,,,4624 S ASHLAND AVE,False
100985570,7645,S,UNION AVE,EMERGENCY WRECK AND REMOVE A 2 STORY MASONRTY RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,ALLIANCE DEMOLITION AND EXCAVATION SERVICES INC,OWNER,CITY OF CHIGAGO,,,7645 S UNION AVE,False
100979934,8395,S,BALTIMORE AVE,EMERGENCY WRECK AND REMOVE A 3 STORY MASONRY MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,8395 S BALTIMORE AVE,False
100987582,6642,S,MICHIGAN AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,KLF ENTERPRISES INC,OWNER,COUNTY OF COOK DBA COOK COUNTY LAND BANK,,,6642 S MICHIGAN AVE,False
100984315,5201,S,HARPER AVE,WRECK AND REMOVE A 1 STORY MASONRY BUILDING,CONTRACTOR-GENERAL CONTRACTOR,TAYLOR EXCAVATING & CONSTRUCTION,OWNER,LAKE PARK ASSOCIATES,,,5201 S HARPER AVE,False
100978279,3908,W,CORNELIA AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,EXPEDITOR,ONTIME EXPEDITING,CONTRACTOR-GENERAL CONTRACTOR,KLF ENTERPRISES INC,OWNER,3908 CORNELIA LLC,3908 W CORNELIA AVE,False
100986312,2453,N,BURLING ST,WRECK AND REMOVE A 3 STORY FRAME MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,PRECISION EXCAVATION LLC,OWNER,2453 N BURLING LLC,,,2453 N BURLING ST,False
100976892,5216,S,CARPENTER ST,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,5216 S CARPENTER ST,False
100985506,1511,W,BYRON ST,WRECK AND REMOVE A 3 STORY MASONRY MULTI UNIT RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,"CASTLEVIEW CONSTRUCTION, INC.",OWNER,CASTLEVIEW CONSTRUCTION,,,1511 W BYRON ST,False
100982360,4636,S,ASHLAND AVE,EMERGENCY WRECK AND REMOVE A 2 STORY MASONRY BUILDING,CONTRACTOR-GENERAL CONTRACTOR,KLF ENTERPRISES INC,OWNER,ALL CONSTRUCTION,,,4636 S ASHLAND AVE,False
100983263,2214,W,DICKENS AVE,WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,RUUK INC DBA MAXYM DEMOLITION,OWNER,NOZAR AMIRAN,,,2214 W DICKENS AVE,False
100980488,5627,S,MARYLAND AVE,WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE,EXPEDITOR,CHICAGO BUILDING CONSULTING SE,CONTRACTOR-GENERAL CONTRACTOR,AMERICAN DEMOLITION CORPORATION,OWNER,U OF C MEDICAL CENTER,5627 S MARYLAND AVE,False
100987515,1746,N,HONORE ST,WRECK AND REMOVE A 2 STORY MASONRY  RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,VIEWPOINT SERVICES INC DBA BROPHY EXCAVATION,OWNER,JOHN BARRETT,,,1746 N HONORE ST,False
100982973,8321,S,BUFFALO AVE,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,KLF ENTERPRISES INC,OWNER,CITY OF CHIGAGO,,,8321 S BUFFALO AVE,False
100985254,8342,S,BALTIMORE AVE,EMERGENCY WRECK AND REMOVE A 1 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,8342 S BALTIMORE AVE,False
100985322,3344,W,PIERCE AVE,EMERGENCY WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE,EXPEDITOR,AGATA J. BIELUT,CONTRACTOR-GENERAL CONTRACTOR,MERCURY CONSTRUCTION & DEMOLITION COMPANY,OWNER,MIGUEL GARIBAY,3344 W PIERCE AVE,False
100986828,1912,N,ORCHARD ST,WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,PRECISION EXCAVATION LLC,OWNER,"SAVANE PROPERTIES, INC",,,1912 N ORCHARD ST,False
100983724,8211,S,COLES AVE,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,8211 S COLES AVE,False
100978187,3308,W,CONGRESS PKWY,EMERGENCY WRECK AND REMOVE A 1 STORY MASONRY RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,3308 W CONGRESS PKWY,False
100987135,1439,W,WINONA ST,WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE,EXPEDITOR,ONTIME EXPEDITING,CONTRACTOR-GENERAL CONTRACTOR,LAND ENTERPRISES INC,OWNER,YNWA 1439 LLC,1439 W WINONA ST,False
100988974,2471,N,MILWAUKEE AVE,WRECK AND REMOVE A 1 STORY MASONRY ADDITION AT THE NORTH EAST CORNER,CONTRACTOR-GENERAL CONTRACTOR,TAYLOR EXCAVATING & CONSTRUCTION,OWNER,FEDERALES LOGAN LLC,,,2471 N MILWAUKEE AVE,False
100988545,1740,W,SCHOOL ST,WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,PRECISION EXCAVATION LLC,OWNER,CRAIG SILBERBERG,,,1740 W SCHOOL ST,False
100976154,408,E,SOUTH WATER ST,WRECK AND REMOVE A 1 STORY SALES OFFICE INCLUDING FOUNDATION,EXPEDITOR,CORNERSTONE PERMIT COMPANY,CONTRACTOR-GENERAL CONTRACTOR,LINDAHL BROTHERS INC,OWNER,211 NORTH HARBOR DRIVE LLC,408 E SOUTH WATER ST,False
100983723,8034,S,LAFAYETTE AVE,EMERGENCY WRECK AND REMOVE A 1 STORY MASONRY RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,8034 S LAFAYETTE AVE,False
100989108,2010,N,LEAVITT ST,WRECK AND REM0VE A 1 STORY MASONRY RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,"GNP DEVELOPMENT, INC.",OWNER,ROSS BABEL,,,2010 N LEAVITT ST,False
100987497,5831,S,WABASH AVE,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,ALLIANCE DEMOLITION AND EXCAVATION SERVICES INC,OWNER,CITY OF CHIGAGO,,,5831 S WABASH AVE,False
100979843,1101,W,BERWYN AVE,WRECK AND REMOVE A 2 STORY MASONRY MIXED USE BUILDING,CONTRACTOR-GENERAL CONTRACTOR,EVERGREEN SOLUTION USA INC,OWNER,STAN BERSHTEYN,,,1101 W BERWYN AVE,False
100980300,2219,W,FOSTER AVE,WRECK AND REMOVE A 1 STORY MASONRY RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,TIR CONAILL CONCRETE INC,OWNER,2219 W FOSTER LLC,,,2219 W FOSTER AVE,False
100978846,1353,W,DEVON AVE,WRECK AND REMOVE A 2 STORY MASONRY MIXED USE BUILDING,EXPEDITOR,AGATA J. BIELUT,CONTRACTOR-GENERAL CONTRACTOR,ALL CONCRETE CHICAGO INC,OWNER,VARIABLE PROPERTIES LLC 1355 SERIES,1353 W DEVON AVE,False
100981008,5091,W,JACKSON BLVD,WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE,EXPEDITOR,CHICAGO BUILDING CONSULTING SE,CONTRACTOR-GENERAL CONTRACTOR,ALPINE DEMOLITION SERVICES LLC,OWNER,CHICAGO JESUIT ACADEMY,5091 W JACKSON BLVD,False
100987578,125,W,107TH ST,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,KLF ENTERPRISES INC,OWNER,COUNTY OF COOK DBA COOK COUNTY LAND BANK,,,125 W 107TH ST,False
